timestamp,priceChangePercent,volumeRatio
2002-01-16,-3.902642,1.129453
2002-01-17,3.503683,1.133710
2002-01-18,-1.830929,0.802875
2002-01-22,-2.507954,1.086714
2002-01-23,1.881021,0.884618
2002-01-24,3.582187,1.122643
2002-01-25,-0.259037,0.773641
2002-01-28,3.849093,0.867227
2002-01-29,-4.897765,1.284916
2002-01-30,1.206315,1.100965
2002-01-31,0.458421,0.861350
2002-02-01,-2.448959,0.617554
2002-02-04,-4.709251,1.024740
2002-02-05,-0.981792,1.357072
2002-02-06,2.495378,1.117687
2002-02-07,-3.240888,0.849680
2002-02-08,-3.815973,1.661496
2002-02-11,5.526616,1.067523
2002-02-12,2.117896,1.045438
2002-02-13,-1.286035,1.064412
2002-02-14,1.237713,1.088967
2002-02-15,-7.738042,3.526349
2002-02-19,-6.626050,1.547781
2002-02-20,5.228689,1.379539
2002-02-21,-6.832222,1.117103
2002-02-22,-4.914306,1.843390
2002-02-25,7.832440,1.084422
2002-02-26,2.173552,1.256611
2002-02-27,-3.363486,1.102476
2002-02-28,-4.026480,1.003371
2002-03-01,9.664894,0.820411
2002-03-04,5.577393,0.919144
2002-03-05,-0.253974,0.833425
2002-03-06,-3.140444,0.866483
2002-03-07,-0.806102,0.807536
2002-03-08,2.985786,0.759484
2002-03-11,-1.166627,0.480192
2002-03-12,-5.242007,0.767644
2002-03-13,-1.813531,0.630879
2002-03-14,-5.541045,0.700792
2002-03-15,4.226682,0.769877
2002-03-18,0.000000,0.762382
2002-03-19,-2.122367,0.569759
2002-03-20,-9.932223,1.604734
2002-03-21,5.309435,1.186297
2002-03-22,-0.857305,0.855068
2002-03-25,-5.167891,0.634242
